Instancia,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
367,0.8,0.21,0.7,0.27,0.76,0.37,0.63,0.38,0.71,0.3,0.72,0.23,0.75,0.27,0.64,0.39,0.64,0.27,0.78,0.26,0.7,0.24,0.61,0.2,0.77,0.24,0.63,0.31,0.66,0.24,0.61,0.38,0.66,0.27,0.69,0.28,0.63,0.27,0.7,0.34,0.7,0.34,0.77,0.34,0.61,0.26,0.65,0.34,0.67,0.3,0.29,0.03,96.88
368,0.72,0.36,0.63,0.38,0.79,0.21,0.77,0.3,0.68,0.3,0.8,0.37,0.62,0.31,0.71,0.37,0.71,0.21,0.75,0.4,0.65,0.2,0.76,0.25,0.79,0.28,0.65,0.27,0.75,0.38,0.77,0.26,0.76,0.39,0.73,0.36,0.65,0.21,0.68,0.21,0.65,0.4,0.76,0.27,0.79,0.23,0.71,0.24,0.0,0.02,0.15,0.19,100.0
369,0.67,0.24,0.73,0.3,0.62,0.34,0.66,0.35,0.69,0.23,0.76,0.24,0.63,0.27,0.66,0.37,0.66,0.4,0.78,0.36,0.73,0.28,0.69,0.32,0.62,0.31,0.79,0.27,0.68,0.29,0.74,0.4,0.62,0.39,0.68,0.29,0.64,0.34,0.77,0.2,0.68,0.31,0.8,0.3,0.78,0.31,0.78,0.35,0.91,0.16,0.03,0.05,82.29
370,0.61,0.25,0.66,0.33,0.72,0.2,0.6,0.24,0.74,0.33,0.61,0.26,0.77,0.35,0.71,0.32,0.66,0.3,0.7,0.31,0.64,0.39,0.77,0.25,0.61,0.34,0.7,0.34,0.7,0.21,0.61,0.32,0.72,0.22,0.61,0.34,0.6,0.29,0.65,0.22,0.75,0.21,0.79,0.28,0.67,0.2,0.72,0.22,0.35,0.32,0.72,0.33,98.96
371,0.62,0.27,0.73,0.31,0.79,0.26,0.7,0.23,0.61,0.31,0.61,0.24,0.76,0.23,0.6,0.28,0.68,0.23,0.78,0.4,0.6,0.31,0.78,0.38,0.62,0.27,0.62,0.27,0.8,0.36,0.64,0.37,0.61,0.22,0.63,0.3,0.79,0.32,0.75,0.31,0.78,0.35,0.71,0.32,0.65,0.32,0.6,0.21,0.96,0.12,0.96,0.04,60.42
372,0.65,0.21,0.68,0.4,0.68,0.24,0.8,0.33,0.62,0.35,0.74,0.31,0.61,0.26,0.79,0.32,0.65,0.32,0.6,0.38,0.75,0.33,0.7,0.38,0.69,0.35,0.68,0.27,0.68,0.24,0.67,0.21,0.67,0.24,0.73,0.28,0.68,0.27,0.61,0.24,0.6,0.31,0.68,0.31,0.65,0.33,0.62,0.34,0.42,0.39,0.93,0.21,89.58
373,0.74,0.22,0.61,0.37,0.75,0.27,0.6,0.23,0.73,0.28,0.68,0.31,0.67,0.35,0.74,0.37,0.61,0.29,0.78,0.38,0.76,0.31,0.7,0.21,0.68,0.24,0.68,0.26,0.76,0.31,0.73,0.23,0.76,0.39,0.77,0.33,0.63,0.28,0.73,0.24,0.62,0.34,0.75,0.22,0.66,0.35,0.78,0.26,0.12,0.16,0.55,0.07,96.88
374,0.66,0.33,0.67,0.39,0.73,0.26,0.78,0.39,0.69,0.31,0.7,0.25,0.8,0.36,0.74,0.38,0.8,0.26,0.76,0.39,0.77,0.22,0.64,0.37,0.64,0.3,0.79,0.32,0.69,0.23,0.68,0.37,0.74,0.2,0.8,0.28,0.64,0.37,0.7,0.26,0.6,0.36,0.74,0.33,0.61,0.3,0.71,0.26,0.99,0.3,0.7,0.12,68.75
375,0.79,0.2,0.71,0.3,0.8,0.27,0.75,0.21,0.77,0.23,0.77,0.38,0.67,0.2,0.67,0.36,0.61,0.25,0.74,0.38,0.72,0.35,0.76,0.4,0.75,0.34,0.76,0.33,0.7,0.36,0.75,0.2,0.72,0.32,0.65,0.31,0.79,0.27,0.75,0.25,0.67,0.24,0.67,0.27,0.79,0.33,0.65,0.32,0.06,0.34,0.14,0.39,98.96
376,0.62,0.22,0.71,0.38,0.61,0.3,0.77,0.2,0.63,0.3,0.78,0.22,0.73,0.35,0.68,0.34,0.69,0.39,0.78,0.34,0.79,0.39,0.67,0.32,0.62,0.37,0.71,0.28,0.7,0.26,0.64,0.21,0.72,0.35,0.7,0.3,0.62,0.4,0.75,0.35,0.67,0.4,0.76,0.39,0.63,0.26,0.66,0.35,0.06,0.2,0.66,0.04,97.92
377,0.64,0.2,0.7,0.38,0.71,0.33,0.8,0.31,0.78,0.34,0.71,0.27,0.71,0.24,0.73,0.2,0.76,0.21,0.74,0.37,0.6,0.36,0.63,0.31,0.66,0.21,0.74,0.34,0.64,0.26,0.68,0.32,0.68,0.4,0.64,0.23,0.79,0.29,0.63,0.31,0.7,0.27,0.61,0.31,0.76,0.33,0.72,0.28,0.46,0.24,0.99,0.22,66.67
378,0.69,0.39,0.75,0.2,0.62,0.33,0.73,0.39,0.7,0.21,0.76,0.29,0.77,0.37,0.8,0.21,0.78,0.37,0.62,0.35,0.71,0.4,0.78,0.23,0.66,0.23,0.71,0.3,0.6,0.21,0.69,0.33,0.71,0.28,0.64,0.26,0.7,0.21,0.79,0.34,0.8,0.36,0.79,0.38,0.67,0.23,0.64,0.29,0.53,0.11,0.74,0.4,100.0
379,0.62,0.3,0.64,0.24,0.74,0.33,0.8,0.28,0.74,0.22,0.8,0.37,0.6,0.27,0.62,0.33,0.66,0.22,0.68,0.26,0.69,0.28,0.6,0.36,0.65,0.31,0.74,0.27,0.67,0.27,0.62,0.37,0.65,0.29,0.62,0.21,0.76,0.29,0.67,0.38,0.64,0.3,0.62,0.3,0.64,0.37,0.61,0.23,0.82,0.35,0.89,0.03,95.83
380,0.77,0.24,0.68,0.34,0.66,0.23,0.68,0.27,0.6,0.32,0.74,0.39,0.67,0.4,0.73,0.39,0.66,0.3,0.6,0.26,0.71,0.33,0.62,0.37,0.69,0.22,0.72,0.25,0.76,0.39,0.75,0.36,0.69,0.32,0.77,0.27,0.76,0.22,0.73,0.38,0.62,0.37,0.69,0.3,0.74,0.25,0.63,0.4,0.67,0.37,0.69,0.23,96.88
381,0.67,0.3,0.77,0.27,0.7,0.34,0.8,0.35,0.65,0.24,0.7,0.21,0.66,0.35,0.68,0.31,0.69,0.25,0.65,0.31,0.76,0.2,0.6,0.38,0.7,0.4,0.74,0.24,0.61,0.25,0.76,0.38,0.75,0.23,0.78,0.35,0.61,0.2,0.63,0.34,0.73,0.38,0.74,0.39,0.7,0.22,0.8,0.33,0.57,0.34,0.41,0.38,83.33
382,0.76,0.27,0.7,0.23,0.67,0.32,0.73,0.34,0.7,0.2,0.77,0.23,0.78,0.36,0.78,0.27,0.7,0.38,0.63,0.28,0.74,0.24,0.75,0.22,0.74,0.37,0.8,0.36,0.6,0.32,0.62,0.22,0.62,0.25,0.77,0.29,0.74,0.23,0.61,0.29,0.61,0.33,0.63,0.21,0.62,0.29,0.72,0.35,0.47,0.34,0.36,0.31,100.0
383,0.67,0.26,0.6,0.37,0.72,0.22,0.78,0.23,0.65,0.4,0.63,0.23,0.7,0.22,0.68,0.36,0.75,0.26,0.66,0.38,0.76,0.4,0.69,0.21,0.68,0.34,0.62,0.26,0.75,0.33,0.63,0.33,0.76,0.28,0.67,0.21,0.62,0.36,0.71,0.28,0.67,0.32,0.67,0.21,0.76,0.28,0.76,0.25,0.43,0.25,0.27,0.15,84.38
384,0.73,0.28,0.72,0.28,0.8,0.21,0.69,0.27,0.63,0.32,0.64,0.39,0.7,0.2,0.8,0.35,0.62,0.2,0.6,0.23,0.74,0.38,0.75,0.3,0.71,0.38,0.76,0.25,0.77,0.32,0.79,0.21,0.76,0.36,0.63,0.2,0.71,0.25,0.64,0.38,0.67,0.28,0.67,0.3,0.68,0.35,0.62,0.33,0.51,0.22,0.27,0.08,98.96
385,0.69,0.21,0.73,0.29,0.72,0.36,0.61,0.4,0.61,0.31,0.64,0.21,0.64,0.39,0.7,0.37,0.79,0.34,0.7,0.34,0.71,0.36,0.68,0.2,0.77,0.39,0.67,0.3,0.65,0.23,0.64,0.28,0.77,0.22,0.66,0.34,0.67,0.37,0.6,0.3,0.8,0.31,0.61,0.39,0.75,0.21,0.68,0.22,0.04,0.3,0.36,0.02,96.88
386,0.62,0.37,0.66,0.36,0.68,0.34,0.8,0.25,0.73,0.32,0.7,0.22,0.76,0.36,0.8,0.22,0.66,0.32,0.63,0.2,0.64,0.27,0.62,0.3,0.79,0.4,0.74,0.23,0.72,0.27,0.75,0.21,0.63,0.23,0.6,0.34,0.76,0.21,0.64,0.2,0.69,0.26,0.64,0.25,0.6,0.39,0.63,0.31,0.4,0.19,0.4,0.17,96.88
387,0.75,0.3,0.78,0.35,0.6,0.27,0.61,0.27,0.61,0.37,0.67,0.26,0.72,0.3,0.73,0.34,0.76,0.2,0.66,0.26,0.79,0.23,0.7,0.22,0.66,0.21,0.71,0.2,0.65,0.36,0.64,0.39,0.71,0.33,0.7,0.33,0.6,0.25,0.68,0.21,0.67,0.38,0.79,0.31,0.8,0.39,0.62,0.34,0.75,0.1,0.08,0.09,81.25
388,0.64,0.22,0.71,0.29,0.78,0.26,0.71,0.4,0.61,0.28,0.6,0.29,0.66,0.38,0.68,0.4,0.69,0.28,0.64,0.33,0.71,0.29,0.73,0.24,0.75,0.39,0.79,0.37,0.7,0.31,0.64,0.22,0.79,0.37,0.71,0.29,0.77,0.26,0.79,0.24,0.65,0.34,0.63,0.23,0.61,0.32,0.75,0.22,0.92,0.11,0.08,0.05,81.25
389,0.74,0.28,0.76,0.2,0.67,0.23,0.79,0.2,0.7,0.38,0.69,0.36,0.6,0.35,0.78,0.4,0.79,0.22,0.66,0.34,0.78,0.4,0.73,0.32,0.76,0.26,0.7,0.23,0.6,0.38,0.75,0.2,0.7,0.27,0.61,0.24,0.67,0.21,0.79,0.26,0.77,0.31,0.69,0.35,0.79,0.3,0.64,0.28,0.3,0.22,0.24,0.29,100.0
390,0.61,0.35,0.72,0.23,0.7,0.24,0.78,0.33,0.78,0.34,0.73,0.31,0.69,0.27,0.61,0.39,0.8,0.28,0.65,0.39,0.7,0.4,0.7,0.28,0.7,0.26,0.7,0.23,0.66,0.3,0.78,0.21,0.76,0.32,0.78,0.25,0.75,0.24,0.77,0.2,0.62,0.36,0.72,0.33,0.72,0.27,0.64,0.31,0.07,0.33,0.4,0.25,100.0
391,0.63,0.29,0.73,0.3,0.75,0.4,0.77,0.39,0.74,0.31,0.72,0.21,0.8,0.24,0.71,0.3,0.69,0.29,0.63,0.39,0.76,0.29,0.71,0.39,0.73,0.29,0.72,0.2,0.77,0.3,0.79,0.36,0.76,0.28,0.75,0.37,0.79,0.39,0.63,0.4,0.76,0.4,0.75,0.22,0.66,0.22,0.72,0.32,0.32,0.22,0.32,0.04,100.0
392,0.69,0.3,0.72,0.21,0.75,0.25,0.62,0.37,0.76,0.37,0.79,0.31,0.76,0.3,0.61,0.25,0.76,0.28,0.67,0.4,0.77,0.29,0.68,0.37,0.79,0.25,0.64,0.34,0.71,0.33,0.79,0.23,0.61,0.3,0.69,0.23,0.61,0.34,0.71,0.38,0.63,0.27,0.71,0.3,0.67,0.21,0.76,0.37,0.5,0.38,0.03,0.4,100.0
393,0.77,0.35,0.7,0.21,0.64,0.2,0.69,0.24,0.61,0.4,0.63,0.4,0.6,0.29,0.71,0.4,0.8,0.38,0.68,0.34,0.6,0.39,0.73,0.38,0.79,0.37,0.7,0.35,0.7,0.39,0.71,0.24,0.61,0.4,0.77,0.23,0.69,0.28,0.74,0.22,0.73,0.35,0.76,0.23,0.77,0.31,0.65,0.39,0.24,0.09,0.72,0.15,94.79
394,0.64,0.36,0.7,0.34,0.68,0.3,0.7,0.27,0.79,0.31,0.78,0.32,0.76,0.33,0.73,0.27,0.79,0.32,0.71,0.3,0.65,0.29,0.7,0.21,0.65,0.24,0.6,0.28,0.61,0.34,0.76,0.22,0.64,0.29,0.72,0.36,0.66,0.29,0.75,0.31,0.66,0.33,0.64,0.37,0.77,0.31,0.75,0.37,0.5,0.2,0.03,0.23,98.96
395,0.6,0.37,0.67,0.34,0.79,0.34,0.77,0.2,0.65,0.36,0.8,0.32,0.71,0.34,0.69,0.23,0.62,0.31,0.77,0.3,0.78,0.37,0.63,0.31,0.76,0.2,0.64,0.31,0.73,0.33,0.69,0.36,0.62,0.33,0.69,0.28,0.68,0.25,0.68,0.4,0.73,0.25,0.62,0.36,0.63,0.31,0.67,0.37,0.0,0.07,0.97,0.21,81.25
396,0.71,0.31,0.69,0.21,0.62,0.29,0.74,0.21,0.61,0.37,0.76,0.39,0.78,0.21,0.68,0.27,0.68,0.2,0.72,0.23,0.62,0.22,0.74,0.38,0.64,0.23,0.64,0.37,0.7,0.37,0.65,0.4,0.71,0.34,0.7,0.2,0.6,0.21,0.73,0.33,0.66,0.35,0.72,0.31,0.6,0.3,0.65,0.24,0.54,0.01,0.26,0.28,83.33
397,0.78,0.26,0.67,0.36,0.77,0.2,0.64,0.33,0.63,0.35,0.63,0.36,0.68,0.33,0.65,0.22,0.74,0.2,0.61,0.39,0.62,0.24,0.75,0.34,0.66,0.23,0.77,0.4,0.62,0.29,0.8,0.3,0.63,0.38,0.79,0.32,0.61,0.21,0.75,0.21,0.69,0.39,0.78,0.34,0.76,0.32,0.61,0.4,0.07,0.29,0.49,0.28,100.0
398,0.69,0.38,0.77,0.33,0.73,0.26,0.62,0.32,0.72,0.33,0.78,0.33,0.63,0.28,0.74,0.25,0.6,0.23,0.76,0.33,0.68,0.32,0.76,0.3,0.76,0.27,0.69,0.39,0.66,0.39,0.6,0.28,0.62,0.34,0.65,0.27,0.77,0.21,0.72,0.37,0.68,0.4,0.71,0.31,0.61,0.27,0.78,0.2,0.26,0.31,0.29,0.27,88.54
399,0.78,0.36,0.7,0.39,0.78,0.26,0.61,0.21,0.69,0.37,0.67,0.29,0.71,0.34,0.69,0.32,0.7,0.32,0.7,0.34,0.65,0.21,0.73,0.27,0.63,0.23,0.77,0.39,0.63,0.21,0.73,0.26,0.73,0.21,0.78,0.3,0.71,0.34,0.76,0.24,0.74,0.4,0.76,0.3,0.73,0.27,0.74,0.36,0.86,0.14,0.27,0.16,76.04
400,0.78,0.39,0.7,0.31,0.78,0.32,0.66,0.25,0.75,0.22,0.71,0.3,0.72,0.24,0.71,0.23,0.63,0.39,0.8,0.25,0.68,0.32,0.75,0.21,0.63,0.25,0.76,0.27,0.76,0.27,0.63,0.33,0.79,0.23,0.67,0.22,0.62,0.31,0.64,0.36,0.7,0.25,0.72,0.23,0.72,0.32,0.6,0.36,0.12,0.28,0.57,0.01,97.92
401,0.74,0.31,0.66,0.26,0.66,0.25,0.68,0.3,0.66,0.29,0.62,0.23,0.77,0.23,0.64,0.25,0.65,0.23,0.7,0.25,0.79,0.3,0.6,0.26,0.65,0.24,0.62,0.37,0.64,0.21,0.69,0.29,0.8,0.33,0.65,0.29,0.74,0.21,0.71,0.39,0.67,0.23,0.68,0.27,0.67,0.38,0.78,0.21,0.8,0.13,0.37,0.06,80.21
402,0.71,0.35,0.6,0.39,0.66,0.31,0.71,0.39,0.8,0.4,0.64,0.4,0.6,0.29,0.68,0.35,0.68,0.34,0.67,0.31,0.72,0.36,0.8,0.29,0.74,0.37,0.79,0.21,0.8,0.31,0.75,0.36,0.67,0.36,0.62,0.31,0.71,0.22,0.6,0.38,0.68,0.29,0.62,0.32,0.63,0.3,0.73,0.27,0.65,0.1,0.73,0.02,96.88
403,0.66,0.28,0.75,0.22,0.71,0.27,0.75,0.28,0.79,0.21,0.67,0.34,0.64,0.36,0.69,0.29,0.77,0.31,0.61,0.37,0.75,0.36,0.79,0.27,0.72,0.4,0.78,0.36,0.66,0.35,0.6,0.22,0.76,0.38,0.61,0.32,0.68,0.36,0.72,0.24,0.71,0.21,0.75,0.38,0.62,0.24,0.61,0.4,0.87,0.03,0.82,0.35,96.88
404,0.65,0.22,0.79,0.33,0.6,0.32,0.79,0.3,0.66,0.38,0.65,0.29,0.65,0.38,0.76,0.33,0.69,0.25,0.78,0.32,0.64,0.25,0.7,0.29,0.7,0.39,0.7,0.23,0.77,0.32,0.71,0.33,0.79,0.25,0.62,0.28,0.63,0.28,0.63,0.23,0.68,0.21,0.64,0.3,0.63,0.4,0.74,0.27,0.98,0.15,0.16,0.09,71.88
405,0.75,0.33,0.71,0.39,0.64,0.37,0.69,0.39,0.75,0.32,0.8,0.39,0.73,0.2,0.7,0.34,0.8,0.27,0.63,0.32,0.77,0.2,0.76,0.37,0.78,0.27,0.63,0.26,0.75,0.35,0.65,0.28,0.68,0.26,0.63,0.4,0.8,0.26,0.78,0.21,0.78,0.22,0.66,0.24,0.79,0.25,0.68,0.32,0.85,0.27,0.46,0.18,76.04
406,0.76,0.22,0.63,0.23,0.67,0.24,0.71,0.22,0.65,0.3,0.8,0.25,0.71,0.3,0.61,0.21,0.69,0.22,0.65,0.26,0.69,0.35,0.62,0.32,0.67,0.4,0.76,0.28,0.61,0.26,0.76,0.28,0.78,0.24,0.62,0.31,0.73,0.22,0.73,0.35,0.7,0.25,0.8,0.39,0.78,0.4,0.77,0.34,0.95,0.03,0.35,0.03,93.75
407,0.61,0.32,0.75,0.37,0.7,0.22,0.61,0.4,0.6,0.34,0.74,0.2,0.63,0.32,0.67,0.35,0.72,0.3,0.76,0.21,0.62,0.29,0.73,0.38,0.7,0.38,0.7,0.36,0.73,0.39,0.6,0.24,0.68,0.35,0.78,0.21,0.65,0.32,0.68,0.4,0.66,0.25,0.66,0.25,0.8,0.32,0.69,0.27,0.89,0.04,0.14,0.28,95.83
408,0.62,0.35,0.74,0.33,0.66,0.2,0.68,0.27,0.68,0.37,0.8,0.29,0.77,0.37,0.72,0.38,0.67,0.36,0.61,0.2,0.72,0.22,0.68,0.38,0.67,0.27,0.64,0.28,0.69,0.37,0.69,0.23,0.64,0.3,0.78,0.34,0.65,0.38,0.78,0.38,0.8,0.22,0.7,0.4,0.78,0.33,0.65,0.34,0.8,0.2,0.39,0.25,81.25
409,0.66,0.2,0.63,0.24,0.73,0.36,0.6,0.25,0.71,0.37,0.65,0.28,0.68,0.39,0.75,0.26,0.63,0.28,0.63,0.39,0.64,0.34,0.75,0.23,0.7,0.27,0.69,0.4,0.66,0.23,0.68,0.37,0.68,0.39,0.74,0.21,0.71,0.4,0.67,0.34,0.67,0.38,0.75,0.4,0.75,0.28,0.6,0.23,0.01,0.11,0.57,0.3,97.92
410,0.63,0.34,0.74,0.2,0.79,0.33,0.76,0.27,0.67,0.22,0.63,0.39,0.62,0.33,0.61,0.27,0.72,0.28,0.71,0.33,0.6,0.28,0.64,0.39,0.62,0.29,0.76,0.23,0.73,0.22,0.65,0.4,0.61,0.33,0.65,0.36,0.69,0.3,0.72,0.21,0.61,0.27,0.62,0.32,0.71,0.4,0.61,0.23,0.5,0.02,0.55,0.1,100.0
411,0.69,0.37,0.73,0.36,0.77,0.29,0.6,0.21,0.61,0.35,0.76,0.38,0.8,0.3,0.62,0.38,0.73,0.22,0.76,0.23,0.75,0.3,0.67,0.35,0.64,0.31,0.64,0.29,0.61,0.28,0.6,0.2,0.6,0.21,0.66,0.32,0.63,0.4,0.79,0.26,0.72,0.38,0.64,0.28,0.7,0.29,0.79,0.28,0.56,0.07,0.08,0.36,93.75
412,0.65,0.38,0.76,0.38,0.76,0.2,0.69,0.24,0.71,0.2,0.75,0.36,0.65,0.4,0.62,0.31,0.65,0.23,0.7,0.26,0.79,0.21,0.66,0.29,0.68,0.25,0.63,0.25,0.69,0.31,0.72,0.25,0.61,0.27,0.76,0.35,0.7,0.36,0.69,0.33,0.69,0.2,0.68,0.35,0.67,0.31,0.7,0.2,0.03,0.19,0.31,0.27,100.0
413,0.65,0.26,0.67,0.3,0.65,0.31,0.75,0.21,0.78,0.29,0.76,0.4,0.71,0.2,0.64,0.39,0.79,0.32,0.65,0.2,0.72,0.3,0.63,0.3,0.79,0.32,0.65,0.25,0.8,0.35,0.68,0.32,0.74,0.21,0.61,0.38,0.71,0.37,0.61,0.32,0.76,0.34,0.72,0.25,0.6,0.32,0.75,0.39,0.26,0.04,0.0,0.31,90.62
414,0.7,0.36,0.67,0.23,0.69,0.38,0.76,0.4,0.69,0.21,0.72,0.23,0.7,0.22,0.8,0.36,0.76,0.24,0.73,0.38,0.62,0.32,0.66,0.2,0.8,0.21,0.78,0.25,0.8,0.24,0.61,0.23,0.69,0.37,0.76,0.32,0.75,0.3,0.77,0.33,0.78,0.32,0.71,0.3,0.62,0.22,0.67,0.39,0.56,0.12,0.24,0.27,93.75
415,0.75,0.24,0.7,0.26,0.61,0.22,0.62,0.26,0.77,0.36,0.76,0.37,0.7,0.24,0.75,0.34,0.72,0.3,0.8,0.21,0.7,0.35,0.64,0.2,0.76,0.39,0.62,0.33,0.61,0.39,0.78,0.21,0.64,0.4,0.73,0.38,0.78,0.36,0.74,0.24,0.65,0.28,0.71,0.26,0.77,0.24,0.6,0.33,0.66,0.03,0.3,0.24,82.29
416,0.64,0.35,0.72,0.26,0.72,0.36,0.64,0.3,0.67,0.33,0.64,0.37,0.63,0.4,0.7,0.2,0.65,0.3,0.65,0.26,0.67,0.34,0.8,0.21,0.65,0.3,0.61,0.26,0.74,0.26,0.77,0.31,0.63,0.34,0.77,0.31,0.7,0.34,0.78,0.28,0.61,0.24,0.79,0.34,0.72,0.23,0.65,0.26,0.94,0.27,0.98,0.06,78.12
417,0.8,0.26,0.77,0.39,0.77,0.4,0.69,0.27,0.66,0.26,0.74,0.4,0.64,0.21,0.8,0.32,0.7,0.36,0.61,0.37,0.64,0.22,0.79,0.35,0.62,0.32,0.67,0.33,0.69,0.24,0.6,0.3,0.76,0.39,0.62,0.23,0.7,0.34,0.63,0.37,0.6,0.21,0.77,0.39,0.65,0.27,0.71,0.32,0.31,0.37,0.02,0.37,100.0
418,0.65,0.28,0.65,0.39,0.73,0.3,0.72,0.3,0.79,0.23,0.63,0.29,0.64,0.32,0.66,0.32,0.66,0.36,0.6,0.25,0.76,0.29,0.7,0.32,0.65,0.29,0.68,0.2,0.66,0.35,0.73,0.3,0.74,0.28,0.69,0.3,0.71,0.35,0.71,0.36,0.66,0.23,0.75,0.24,0.74,0.2,0.7,0.39,0.03,0.13,0.54,0.06,100.0
419,0.77,0.24,0.75,0.27,0.77,0.31,0.62,0.39,0.65,0.3,0.74,0.33,0.69,0.36,0.64,0.35,0.6,0.2,0.66,0.3,0.72,0.38,0.61,0.27,0.75,0.37,0.61,0.22,0.66,0.4,0.65,0.31,0.72,0.33,0.74,0.31,0.71,0.21,0.64,0.25,0.64,0.23,0.62,0.33,0.62,0.38,0.78,0.34,0.54,0.38,0.39,0.05,84.38
420,0.73,0.2,0.73,0.39,0.7,0.34,0.77,0.2,0.73,0.29,0.78,0.27,0.73,0.25,0.71,0.36,0.61,0.39,0.72,0.25,0.67,0.31,0.79,0.35,0.63,0.33,0.68,0.21,0.62,0.29,0.71,0.24,0.71,0.32,0.72,0.21,0.75,0.38,0.66,0.38,0.77,0.25,0.72,0.38,0.61,0.24,0.63,0.27,0.05,0.35,0.25,0.07,100.0
421,0.64,0.24,0.62,0.21,0.76,0.38,0.61,0.28,0.78,0.24,0.69,0.3,0.62,0.36,0.71,0.35,0.6,0.26,0.66,0.34,0.73,0.28,0.63,0.39,0.69,0.29,0.65,0.38,0.78,0.38,0.73,0.27,0.64,0.26,0.67,0.29,0.67,0.3,0.77,0.4,0.63,0.4,0.78,0.2,0.61,0.25,0.73,0.22,0.87,0.25,0.71,0.37,94.79
422,0.68,0.38,0.7,0.21,0.76,0.36,0.71,0.22,0.63,0.28,0.8,0.33,0.64,0.34,0.72,0.23,0.7,0.2,0.72,0.34,0.68,0.21,0.74,0.3,0.62,0.31,0.67,0.31,0.64,0.22,0.62,0.39,0.68,0.32,0.69,0.2,0.65,0.29,0.72,0.4,0.6,0.37,0.62,0.26,0.62,0.22,0.7,0.33,0.07,0.06,0.64,0.04,100.0
423,0.79,0.21,0.62,0.32,0.71,0.21,0.61,0.22,0.67,0.38,0.68,0.25,0.67,0.3,0.78,0.31,0.71,0.28,0.6,0.36,0.72,0.29,0.66,0.4,0.77,0.29,0.61,0.26,0.6,0.36,0.78,0.33,0.74,0.36,0.63,0.32,0.8,0.4,0.62,0.26,0.66,0.29,0.6,0.39,0.63,0.27,0.74,0.37,0.35,0.31,0.38,0.16,100.0
424,0.79,0.35,0.6,0.33,0.61,0.24,0.77,0.2,0.74,0.23,0.76,0.23,0.75,0.21,0.71,0.29,0.67,0.27,0.76,0.31,0.68,0.24,0.75,0.22,0.65,0.39,0.71,0.4,0.76,0.23,0.8,0.35,0.72,0.3,0.72,0.37,0.6,0.31,0.71,0.33,0.69,0.36,0.65,0.3,0.77,0.36,0.67,0.3,0.93,0.11,0.82,0.21,72.92
425,0.64,0.29,0.64,0.34,0.78,0.35,0.61,0.23,0.67,0.21,0.6,0.4,0.8,0.35,0.76,0.31,0.69,0.23,0.76,0.3,0.76,0.39,0.74,0.25,0.77,0.32,0.74,0.38,0.6,0.29,0.76,0.22,0.68,0.21,0.66,0.33,0.8,0.38,0.78,0.24,0.6,0.39,0.65,0.36,0.68,0.33,0.72,0.28,0.05,0.05,0.95,0.36,96.88
426,0.77,0.21,0.62,0.29,0.75,0.33,0.67,0.33,0.79,0.34,0.68,0.31,0.77,0.35,0.62,0.37,0.69,0.22,0.68,0.26,0.6,0.28,0.66,0.4,0.75,0.23,0.66,0.22,0.6,0.37,0.67,0.32,0.61,0.28,0.76,0.21,0.79,0.34,0.69,0.25,0.73,0.3,0.66,0.31,0.72,0.33,0.61,0.26,0.98,0.07,0.01,0.0,70.83
427,0.67,0.22,0.75,0.39,0.79,0.33,0.66,0.21,0.6,0.31,0.69,0.24,0.65,0.36,0.63,0.27,0.64,0.38,0.6,0.21,0.78,0.32,0.7,0.26,0.67,0.39,0.72,0.28,0.76,0.32,0.63,0.23,0.8,0.21,0.77,0.34,0.8,0.33,0.8,0.35,0.67,0.25,0.74,0.27,0.67,0.32,0.66,0.33,0.37,0.22,0.39,0.04,100.0
428,0.69,0.2,0.65,0.37,0.67,0.33,0.62,0.33,0.66,0.34,0.75,0.2,0.6,0.23,0.67,0.29,0.67,0.21,0.65,0.23,0.76,0.31,0.62,0.31,0.71,0.39,0.61,0.27,0.79,0.21,0.65,0.35,0.69,0.36,0.67,0.29,0.69,0.36,0.61,0.31,0.67,0.36,0.61,0.26,0.61,0.29,0.76,0.26,0.48,0.1,0.86,0.23,90.62
429,0.64,0.37,0.67,0.22,0.7,0.35,0.69,0.26,0.71,0.22,0.63,0.31,0.6,0.29,0.68,0.25,0.62,0.39,0.66,0.38,0.72,0.23,0.78,0.38,0.69,0.26,0.78,0.32,0.7,0.37,0.7,0.39,0.61,0.4,0.7,0.31,0.69,0.25,0.63,0.26,0.71,0.23,0.76,0.2,0.68,0.28,0.77,0.36,0.12,0.17,0.29,0.36,98.96
430,0.68,0.33,0.74,0.27,0.63,0.24,0.68,0.38,0.72,0.38,0.63,0.38,0.76,0.29,0.68,0.34,0.71,0.35,0.62,0.36,0.69,0.35,0.61,0.4,0.65,0.37,0.61,0.24,0.79,0.33,0.7,0.36,0.7,0.23,0.6,0.3,0.67,0.3,0.67,0.22,0.79,0.24,0.66,0.25,0.77,0.26,0.63,0.34,0.14,0.12,0.99,0.16,68.75
